epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,325.365,1.10747,1.67678,1.18334,0.88599,0.77631,0.88321,0.65464,0.89032,1.76211,1.01611,0.000549627,0.000549627,0.000549627
2,639.674,0.92151,1.06384,1.08263,0.87743,0.88507,0.93768,0.71316,0.86846,1.01597,1.06951,0.00108341,0.00108341,0.00108341
